timestamp,dada_score,threshold_p95_init,label
2026-06-14 10:44:05+00:00,,0.06889134943485255,0
2026-06-14 10:44:06+00:00,,0.06889134943485255,0
2026-06-14 10:44:07+00:00,,0.06889134943485255,0
2026-06-14 10:44:08+00:00,,0.06889134943485255,0
2026-06-14 10:44:09+00:00,,0.06889134943485255,0
2026-06-14 10:44:10+00:00,,0.06889134943485255,0
2026-06-14 10:44:11+00:00,,0.06889134943485255,0
2026-06-14 10:44:12+00:00,,0.06889134943485255,0
2026-06-14 10:44:13+00:00,,0.06889134943485255,0
2026-06-14 10:44:14+00:00,,0.06889134943485255,0
2026-06-14 10:44:15+00:00,,0.06889134943485255,0
2026-06-14 10:44:16+00:00,,0.06889134943485255,0
2026-06-14 10:44:17+00:00,,0.06889134943485255,0
2026-06-14 10:44:18+00:00,,0.06889134943485255,0
2026-06-14 10:44:19+00:00,,0.06889134943485255,0
2026-06-14 10:44:20+00:00,,0.06889134943485255,0
2026-06-14 10:44:21+00:00,,0.06889134943485255,0
2026-06-14 10:44:22+00:00,,0.06889134943485255,0
2026-06-14 10:44:23+00:00,,0.06889134943485255,0
2026-06-14 10:44:24+00:00,,0.06889134943485255,0
2026-06-14 10:44:25+00:00,,0.06889134943485255,0
2026-06-14 10:44:26+00:00,,0.06889134943485255,0
2026-06-14 10:44:27+00:00,,0.06889134943485255,0
2026-06-14 10:44:28+00:00,,0.06889134943485255,0
2026-06-14 10:44:29+00:00,,0.06889134943485255,0
2026-06-14 10:44:30+00:00,,0.06889134943485255,0
2026-06-14 10:44:31+00:00,,0.06889134943485255,0
2026-06-14 10:44:32+00:00,,0.06889134943485255,0
2026-06-14 10:44:33+00:00,,0.06889134943485255,0
2026-06-14 10:44:34+00:00,,0.06889134943485255,0
2026-06-14 10:44:35+00:00,,0.06889134943485255,0
2026-06-14 10:44:36+00:00,,0.06889134943485255,0
2026-06-14 10:44:37+00:00,,0.06889134943485255,0
2026-06-14 10:44:38+00:00,,0.06889134943485255,0
2026-06-14 10:44:39+00:00,,0.06889134943485255,0
2026-06-14 10:44:40+00:00,,0.06889134943485255,0
2026-06-14 10:44:41+00:00,,0.06889134943485255,0
2026-06-14 10:44:42+00:00,,0.06889134943485255,0
2026-06-14 10:44:43+00:00,,0.06889134943485255,0
2026-06-14 10:44:44+00:00,,0.06889134943485255,0
2026-06-14 10:44:45+00:00,,0.06889134943485255,0
2026-06-14 10:44:46+00:00,,0.06889134943485255,0
2026-06-14 10:44:47+00:00,,0.06889134943485255,0
2026-06-14 10:44:48+00:00,,0.06889134943485255,0
2026-06-14 10:44:49+00:00,,0.06889134943485255,0
2026-06-14 10:44:50+00:00,,0.06889134943485255,0
2026-06-14 10:44:51+00:00,,0.06889134943485255,0
2026-06-14 10:44:52+00:00,,0.06889134943485255,0
2026-06-14 10:44:53+00:00,,0.06889134943485255,0
2026-06-14 10:44:54+00:00,,0.06889134943485255,0
2026-06-14 10:44:55+00:00,,0.06889134943485255,0
2026-06-14 10:44:56+00:00,,0.06889134943485255,0
2026-06-14 10:44:57+00:00,,0.06889134943485255,0
2026-06-14 10:44:58+00:00,,0.06889134943485255,0
2026-06-14 10:44:59+00:00,,0.06889134943485255,0
2026-06-14 10:45:00+00:00,,0.06889134943485255,0
2026-06-14 10:45:01+00:00,,0.06889134943485255,0
2026-06-14 10:45:02+00:00,,0.06889134943485255,0
2026-06-14 10:45:03+00:00,,0.06889134943485255,0
2026-06-14 10:45:04+00:00,,0.06889134943485255,0
2026-06-14 10:45:05+00:00,,0.06889134943485255,0
2026-06-14 10:45:06+00:00,,0.06889134943485255,0
2026-06-14 10:45:07+00:00,,0.06889134943485255,0
2026-06-14 10:45:08+00:00,,0.06889134943485255,0
2026-06-14 10:45:09+00:00,,0.06889134943485255,0
2026-06-14 10:45:10+00:00,,0.06889134943485255,0
2026-06-14 10:45:11+00:00,,0.06889134943485255,0
2026-06-14 10:45:12+00:00,,0.06889134943485255,0
2026-06-14 10:45:13+00:00,,0.06889134943485255,0
2026-06-14 10:45:14+00:00,,0.06889134943485255,0
2026-06-14 10:45:15+00:00,,0.06889134943485255,0
2026-06-14 10:45:16+00:00,,0.06889134943485255,0
2026-06-14 10:45:17+00:00,,0.06889134943485255,0
2026-06-14 10:45:18+00:00,,0.06889134943485255,0
2026-06-14 10:45:19+00:00,,0.06889134943485255,0
2026-06-14 10:45:20+00:00,,0.06889134943485255,0
2026-06-14 10:45:21+00:00,,0.06889134943485255,0
2026-06-14 10:45:22+00:00,,0.06889134943485255,0
2026-06-14 10:45:23+00:00,,0.06889134943485255,0
2026-06-14 10:45:24+00:00,,0.06889134943485255,0
2026-06-14 10:45:25+00:00,,0.06889134943485255,0
2026-06-14 10:45:26+00:00,,0.06889134943485255,0
2026-06-14 10:45:27+00:00,,0.06889134943485255,0
2026-06-14 10:45:28+00:00,,0.06889134943485255,0
